arch/ia64/sn/include/pci/pcibus_provider_defs.h,include/asm-ia64/sn/pcibus_provider_defs.h,arch/ia64/include/asm/sn/pcibus_provider_defs.h
arch/ia64/sn/include/pci/pcidev.h,include/asm-ia64/sn/pcidev.h,arch/ia64/include/asm/sn/pcidev.h
arch/um/kernel/sys_call_table.c,arch/um/sys-x86_64/sys_call_table.c
arch/ppc64/xmon/subr_prf.c,arch/powerpc/xmon/subr_prf.c
arch/ppc64/xmon/xmon.c,arch/powerpc/xmon/xmon.c
arch/ppc64/kernel/maple_pci.c,arch/powerpc/platforms/maple/pci.c
arch/ppc64/kernel/maple_setup.c,arch/powerpc/platforms/maple/setup.c
arch/ppc64/kernel/maple_time.c,arch/powerpc/platforms/maple/time.c
include/asm-ppc64/iSeries/HvCall.h,include/asm-powerpc/iseries/hv_call.h,arch/powerpc/include/asm/iseries/hv_call.h
arch/powerpc/platforms/pseries/rtas-fw.c,arch/powerpc/kernel/rtas_fw.c
arch/ppc64/kernel/bpa_nvram.c,arch/powerpc/sysdev/mmio_nvram.c
arch/ppc64/kernel/bpa_iic.c,arch/powerpc/platforms/cell/interrupt.c
arch/ppc64/kernel/bpa_iic.h,arch/powerpc/platforms/cell/interrupt.h
arch/ppc64/kernel/bpa_iommu.c,arch/powerpc/platforms/cell/iommu.c
arch/ppc64/kernel/bpa_iommu.h,arch/powerpc/platforms/cell/iommu.h
arch/ppc64/kernel/bpa_setup.c,arch/powerpc/platforms/cell/setup.c
arch/ppc64/kernel/spider-pic.c,arch/powerpc/platforms/cell/spider-pic.c
arch/ppc64/kernel/bitops.c,arch/powerpc/lib/bitops.c
include/asm-ppc64/iSeries/HvCallEvent.h,include/asm-powerpc/iseries/hv_call_event.h,arch/powerpc/include/asm/iseries/hv_call_event.h
include/asm-ppc64/iSeries/HvCallSc.h,include/asm-powerpc/iseries/hv_call_sc.h,arch/powerpc/include/asm/iseries/hv_call_sc.h
include/asm-ppc64/iSeries/HvCallXm.h,include/asm-powerpc/iseries/hv_call_xm.h,arch/powerpc/include/asm/iseries/hv_call_xm.h
include/asm-ppc64/iSeries/HvLpConfig.h,include/asm-powerpc/iseries/hv_lp_config.h,arch/powerpc/include/asm/iseries/hv_lp_config.h
include/asm-ppc64/iSeries/HvLpEvent.h,include/asm-powerpc/iseries/hv_lp_event.h,arch/powerpc/include/asm/iseries/hv_lp_event.h
include/asm-ppc64/iSeries/HvTypes.h,include/asm-powerpc/iseries/hv_types.h,arch/powerpc/include/asm/iseries/hv_types.h
include/asm-ppc64/iSeries/ItExtVpdPanel.h,include/asm-powerpc/iseries/it_exp_vpd_panel.h,arch/powerpc/platforms/iseries/it_exp_vpd_panel.h
include/asm-ppc64/iSeries/ItLpNaca.h,include/asm-powerpc/iseries/it_lp_naca.h,arch/powerpc/platforms/iseries/it_lp_naca.h
include/asm-ppc64/iSeries/ItLpQueue.h,include/asm-powerpc/iseries/it_lp_queue.h,arch/powerpc/include/asm/iseries/it_lp_queue.h
include/asm-ppc64/futex.h,include/asm-powerpc/futex.h,arch/powerpc/include/asm/futex.h
include/asm-ppc64/iSeries/ItLpRegSave.h,include/asm-powerpc/iseries/it_lp_reg_save.h
include/asm-ppc64/iSeries/LparMap.h,include/asm-powerpc/iseries/lpar_map.h,arch/powerpc/include/asm/iseries/lpar_map.h
include/asm-ppc64/iSeries/iSeries_io.h,include/asm-powerpc/iseries/iseries_io.h
include/asm-ppc64/iSeries/mf.h,include/asm-powerpc/iseries/mf.h,arch/powerpc/include/asm/iseries/mf.h
include/asm-ppc64/iSeries/vio.h,include/asm-powerpc/iseries/vio.h,arch/powerpc/include/asm/iseries/vio.h
include/asm-ppc64/sparsemem.h,include/asm-powerpc/sparsemem.h,arch/powerpc/include/asm/sparsemem.h
include/asm-ppc64/dart.h,arch/powerpc/sysdev/dart.h
include/asm-ppc64/naca.h,arch/powerpc/platforms/iseries/naca.h
arch/ppc64/kernel/rtas-proc.c,arch/powerpc/kernel/rtas-proc.c
arch/ppc64/kernel/rtas_flash.c,arch/powerpc/kernel/rtas_flash.c
arch/ppc64/kernel/rtasd.c,arch/powerpc/platforms/pseries/rtasd.c,arch/powerpc/kernel/rtasd.c
include/asm-ppc64/ptrace.h,include/asm-powerpc/ptrace.h,arch/powerpc/include/asm/ptrace.h
arch/ppc64/kernel/signal.c,arch/powerpc/kernel/signal_64.c
include/asm-ppc64/ppc32.h,arch/powerpc/kernel/ppc32.h
include/asm-ppc64/sigcontext.h,include/asm-powerpc/sigcontext.h,arch/powerpc/include/asm/sigcontext.h,arch/powerpc/include/uapi/asm/sigcontext.h
include/asm-ppc/tlb.h,include/asm-powerpc/tlb.h,arch/powerpc/include/asm/tlb.h
arch/ppc64/kernel/smp-tbsync.c,arch/powerpc/kernel/smp-tbsync.c
drivers/block/Kconfig.iosched,block/Kconfig.iosched
drivers/block/as-iosched.c,block/as-iosched.c
drivers/block/cfq-iosched.c,block/cfq-iosched.c
drivers/block/deadline-iosched.c,block/deadline-iosched.c
drivers/block/elevator.c,block/elevator.c
drivers/block/genhd.c,block/genhd.c
drivers/block/ioctl.c,block/ioctl.c
drivers/block/ll_rw_blk.c,block/ll_rw_blk.c,block/blk-core.c
drivers/block/noop-iosched.c,block/noop-iosched.c
drivers/block/scsi_ioctl.c,block/scsi_ioctl.c
arch/ppc64/kernel/smp.c,arch/powerpc/kernel/smp.c
include/asm-ppc64/smp.h,include/asm-powerpc/smp.h,arch/powerpc/include/asm/smp.h
arch/um/kernel/main.c,arch/um/os-Linux/main.c
arch/um/kernel/helper.c,arch/um/os-Linux/helper.c
drivers/video/softcursor.c,drivers/video/console/softcursor.c
include/asm-ppc/ide.h,include/asm-powerpc/ide.h,arch/powerpc/include/asm/ide.h
arch/ppc64/kernel/irq.c,arch/powerpc/kernel/irq.c
include/asm-ppc/signal.h,include/asm-powerpc/signal.h,arch/powerpc/include/asm/signal.h
arch/ppc64/kernel/cpu_setup_power4.S,arch/powerpc/kernel/cpu_setup_power4.S,arch/powerpc/kernel/cpu_setup_ppc970.S
arch/ppc64/kernel/firmware.c,arch/powerpc/kernel/firmware.c
arch/ppc64/kernel/ioctl32.c,arch/powerpc/kernel/ioctl32.c
arch/ppc64/kernel/pacaData.c,arch/powerpc/kernel/paca.c
include/asm-ppc64/abs_addr.h,include/asm-powerpc/abs_addr.h,arch/powerpc/include/asm/abs_addr.h
include/asm-ppc64/compat.h,include/asm-powerpc/compat.h,arch/powerpc/include/asm/compat.h
include/asm-ppc64/lppaca.h,include/asm-powerpc/lppaca.h,arch/powerpc/include/asm/lppaca.h
include/asm-ppc64/paca.h,include/asm-powerpc/paca.h,arch/powerpc/include/asm/paca.h
include/asm-ppc64/tce.h,include/asm-powerpc/tce.h,arch/powerpc/include/asm/tce.h
arch/ppc64/kernel/eeh.c,arch/powerpc/platforms/pseries/eeh.c
include/asm-ppc64/cacheflush.h,include/asm-powerpc/cacheflush.h,arch/powerpc/include/asm/cacheflush.h
include/asm-ppc/cache.h,include/asm-powerpc/reg_8xx.h,arch/powerpc/include/asm/reg_8xx.h
arch/ppc64/kernel/scanlog.c,arch/powerpc/platforms/pseries/scanlog.c
include/asm-ppc64/systemcfg.h,include/asm-powerpc/systemcfg.h
arch/ppc64/kernel/lparcfg.c,arch/powerpc/kernel/lparcfg.c
arch/ppc64/kernel/proc_ppc64.c,arch/powerpc/kernel/proc_ppc64.c,arch/powerpc/kernel/proc_powerpc.c
arch/ppc64/kernel/rtas_pci.c,arch/powerpc/kernel/rtas_pci.c
arch/ppc64/kernel/sysfs.c,arch/powerpc/kernel/sysfs.c
include/asm-ppc64/hvcall.h,include/asm-powerpc/hvcall.h,arch/powerpc/include/asm/hvcall.h
arch/ppc64/kernel/udbg.c,arch/powerpc/kernel/udbg.c
arch/ppc64/kernel/udbg_16550.c,arch/powerpc/kernel/udbg_16550.c
arch/ppc64/kernel/udbg_scc.c,arch/powerpc/kernel/udbg_scc.c,arch/powerpc/platforms/powermac/udbg_scc.c
include/asm-ppc64/udbg.h,include/asm-powerpc/udbg.h,arch/powerpc/include/asm/udbg.h
arch/ppc64/kernel/vdso32/Makefile,arch/powerpc/kernel/vdso32/Makefile
arch/ppc64/kernel/vdso32/cacheflush.S,arch/powerpc/kernel/vdso32/cacheflush.S
arch/ppc64/kernel/vdso32/datapage.S,arch/powerpc/kernel/vdso32/datapage.S
arch/ppc64/kernel/vdso32/note.S,arch/powerpc/kernel/vdso32/note.S
arch/ppc64/kernel/vdso32/sigtramp.S,arch/powerpc/kernel/vdso32/sigtramp.S
arch/ppc64/kernel/vdso32/vdso32.lds.S,arch/powerpc/kernel/vdso32/vdso32.lds.S
arch/ppc64/kernel/vdso32/vdso32_wrapper.S,arch/powerpc/kernel/vdso32/vdso32_wrapper.S
arch/ppc64/kernel/vdso64/Makefile,arch/powerpc/kernel/vdso64/Makefile
arch/ppc64/kernel/vdso64/cacheflush.S,arch/powerpc/kernel/vdso64/cacheflush.S
arch/ppc64/kernel/vdso64/datapage.S,arch/powerpc/kernel/vdso64/datapage.S
arch/ppc64/kernel/vdso64/note.S,arch/powerpc/kernel/vdso64/note.S
arch/ppc64/kernel/vdso64/sigtramp.S,arch/powerpc/kernel/vdso64/sigtramp.S
arch/ppc64/kernel/vdso64/vdso64.lds.S,arch/powerpc/kernel/vdso64/vdso64.lds.S
arch/ppc64/kernel/vdso64/vdso64_wrapper.S,arch/powerpc/kernel/vdso64/vdso64_wrapper.S
include/asm-ppc64/vdso.h,include/asm-powerpc/vdso.h,arch/powerpc/include/asm/vdso.h
include/asm-ppc64/btext.h,include/asm-powerpc/btext.h,arch/powerpc/include/asm/btext.h
include/asm-ppc64/delay.h,include/asm-powerpc/delay.h,arch/powerpc/include/asm/delay.h
include/asm-ppc64/eeh.h,include/asm-powerpc/eeh.h,arch/powerpc/include/asm/eeh.h
include/asm-ppc64/floppy.h,include/asm-powerpc/floppy.h,arch/powerpc/include/asm/floppy.h
include/asm-ppc64/hvconsole.h,include/asm-powerpc/hvconsole.h,arch/powerpc/include/asm/hvconsole.h
include/asm-ppc64/hvcserver.h,include/asm-powerpc/hvcserver.h,arch/powerpc/include/asm/hvcserver.h
include/asm-ppc64/nvram.h,include/asm-powerpc/nvram.h,arch/powerpc/include/asm/nvram.h
include/asm-ppc64/serial.h,include/asm-powerpc/serial.h,arch/powerpc/include/asm/serial.h
arch/ppc64/kernel/dma.c,arch/powerpc/kernel/dma_64.c,arch/powerpc/kernel/dma.c
arch/ppc64/kernel/iomap.c,arch/powerpc/kernel/iomap.c
arch/ppc64/kernel/iommu.c,arch/powerpc/kernel/iommu.c
arch/ppc64/kernel/kprobes.c,arch/powerpc/kernel/kprobes.c
arch/ppc64/kernel/machine_kexec.c,arch/powerpc/kernel/machine_kexec_64.c
arch/ppc64/kernel/module.c,arch/powerpc/kernel/module_64.c
arch/ppc64/kernel/pci.c,arch/powerpc/kernel/pci_64.c
arch/ppc64/kernel/pci_direct_iommu.c,arch/powerpc/kernel/pci_direct_iommu.c
arch/ppc64/kernel/pci_dn.c,arch/powerpc/kernel/pci_dn.c
arch/ppc64/kernel/pci_iommu.c,arch/powerpc/kernel/pci_iommu.c
arch/ppc64/kernel/hvconsole.c,arch/powerpc/platforms/pseries/hvconsole.c
arch/ppc64/kernel/hvcserver.c,arch/powerpc/platforms/pseries/hvcserver.c
arch/ppc64/boot/Makefile,arch/powerpc/boot/Makefile
arch/ppc64/boot/README,arch/powerpc/boot/README
arch/ppc64/boot/addRamDisk.c,arch/powerpc/boot/addRamDisk.c
arch/ppc64/boot/addnote.c,arch/powerpc/boot/addnote.c
arch/ppc64/boot/crt0.S,arch/powerpc/boot/crt0.S
arch/ppc64/boot/div64.S,arch/powerpc/boot/div64.S
arch/ppc64/boot/elf.h,arch/powerpc/boot/elf.h
arch/ppc64/boot/install.sh,arch/powerpc/boot/install.sh
arch/ppc64/boot/main.c,arch/powerpc/boot/main.c
arch/ppc64/boot/page.h,arch/powerpc/boot/page.h
arch/ppc64/boot/ppc_asm.h,arch/powerpc/boot/ppc_asm.h
arch/ppc64/boot/prom.c,arch/powerpc/boot/prom.c,arch/powerpc/boot/of.c
arch/ppc64/boot/prom.h,arch/powerpc/boot/prom.h
arch/ppc64/boot/stdio.h,arch/powerpc/boot/stdio.h
arch/ppc64/boot/string.S,arch/powerpc/boot/string.S
arch/ppc64/boot/string.h,arch/powerpc/boot/string.h
arch/ppc64/boot/zImage.lds,arch/powerpc/boot/zImage.lds,arch/powerpc/boot/zImage.lds.S
drivers/net/wireless/hostap/hostap.c,drivers/net/wireless/hostap/hostap_main.c
include/asm-mips/mach-jmr3927/asm/ds1742.h,include/asm-mips/mach-jmr3927/ds1742.h
drivers/usb/serial/ChangeLog.old,drivers/usb/serial/ChangeLog.history
arch/ppc64/kernel/align.c,arch/powerpc/kernel/align.c
arch/ppc64/kernel/idle.c,arch/powerpc/kernel/idle_64.c,arch/powerpc/kernel/idle.c
arch/ppc64/kernel/nvram.c,arch/powerpc/kernel/nvram_64.c
arch/ppc64/defconfig,arch/powerpc/configs/ppc64_defconfig
include/asm-ppc/dma-mapping.h,include/asm-powerpc/dma-mapping.h,arch/powerpc/include/asm/dma-mapping.h
include/asm-ppc64/io.h,include/asm-powerpc/io.h,arch/powerpc/include/asm/io.h
include/asm-ppc64/mmu.h,include/asm-powerpc/mmu.h,arch/powerpc/include/asm/mmu.h
include/asm-ppc64/mmu_context.h,include/asm-powerpc/mmu_context.h,arch/powerpc/include/asm/mmu_context.h
include/asm-ppc64/mmzone.h,include/asm-powerpc/mmzone.h,arch/powerpc/include/asm/mmzone.h
include/asm-ppc64/pci-bridge.h,include/asm-powerpc/pci-bridge.h,arch/powerpc/include/asm/pci-bridge.h
include/asm-ppc64/pgalloc.h,include/asm-powerpc/pgalloc.h,arch/powerpc/include/asm/pgalloc.h
include/asm-ppc64/pgtable-4k.h,include/asm-powerpc/pgtable-4k.h,arch/powerpc/include/asm/pgtable-4k.h,arch/powerpc/include/asm/pgtable-ppc64-4k.h
include/asm-ppc64/pgtable-64k.h,include/asm-powerpc/pgtable-64k.h,arch/powerpc/include/asm/pgtable-64k.h,arch/powerpc/include/asm/pte-hash64-64k.h
include/asm-ppc64/pgtable.h,include/asm-powerpc/pgtable.h,arch/powerpc/include/asm/pgtable.h
include/asm-ppc64/pci.h,include/asm-powerpc/pci.h,arch/powerpc/include/asm/pci.h
include/asm-ppc64/ptrace-common.h,arch/powerpc/kernel/ptrace-common.h
include/asm-ppc64/spinlock.h,include/asm-powerpc/spinlock.h,arch/powerpc/include/asm/spinlock.h
include/asm-um/ldt.h,include/asm-um/ldt-x86_64.h,include/asm-um/host_ldt-x86_64.h,arch/um/include/asm/host_ldt-x86_64.h,arch/um/include/shared/sysdep-x86_64/host_ldt.h,arch/um/sys-x86_64/sysdep/host_ldt.h,arch/um/sys-x86_64/shared/sysdep/host_ldt.h,arch/um/sys-x86/shared/sysdep/host_ldt_64.h,arch/x86/um/shared/sysdep/host_ldt_64.h
arch/ia64/kernel/cpufreq/acpi-processor.c,arch/ia64/kernel/acpi-processor.c
scripts/lxdialog/BIG.FAT.WARNING,scripts/kconfig/lxdialog/BIG.FAT.WARNING
scripts/lxdialog/Makefile,scripts/kconfig/lxdialog/Makefile
scripts/lxdialog/checklist.c,scripts/kconfig/lxdialog/checklist.c
scripts/lxdialog/colors.h,scripts/kconfig/lxdialog/colors.h
scripts/lxdialog/dialog.h,scripts/kconfig/lxdialog/dialog.h
scripts/lxdialog/inputbox.c,scripts/kconfig/lxdialog/inputbox.c
scripts/lxdialog/lxdialog.c,scripts/kconfig/lxdialog/lxdialog.c
scripts/lxdialog/menubox.c,scripts/kconfig/lxdialog/menubox.c
scripts/lxdialog/msgbox.c,scripts/kconfig/lxdialog/msgbox.c
scripts/lxdialog/textbox.c,scripts/kconfig/lxdialog/textbox.c
scripts/lxdialog/util.c,scripts/kconfig/lxdialog/util.c
scripts/lxdialog/yesno.c,scripts/kconfig/lxdialog/yesno.c
arch/s390/crypto/crypt_z990.h,arch/s390/crypto/crypt_s390.h
arch/s390/crypto/crypt_z990_query.c,arch/s390/crypto/crypt_s390_query.c
arch/s390/crypto/des_z990.c,arch/s390/crypto/des_s390.c
arch/s390/crypto/sha1_z990.c,arch/s390/crypto/sha1_s390.c
include/asm-arm/hardware/amba.h,include/linux/amba/bus.h
include/asm-arm/hardware/amba_clcd.h,include/linux/amba/clcd.h
include/asm-arm/hardware/amba_kmi.h,include/linux/amba/kmi.h
include/asm-arm/hardware/amba_serial.h,include/linux/amba/serial.h
arch/arm/common/amba.c,drivers/amba/bus.c
include/asm-arm/hardware/clock.h,include/linux/clk.h
arch/ppc/syslib/ipic.c,arch/powerpc/sysdev/ipic.c
arch/ppc/syslib/ipic.h,arch/powerpc/sysdev/ipic.h
include/asm-ppc/ipic.h,include/asm-powerpc/ipic.h,arch/powerpc/include/asm/ipic.h
arch/um/kernel/skas/trap_user.c,arch/um/os-Linux/skas/trap.c
drivers/media/video/ir-kbd-gpio.c,drivers/media/video/bttv-input.c,drivers/media/video/bt8xx/bttv-input.c,drivers/media/pci/bt8xx/bttv-input.c
net/sched/gact.c,net/sched/act_gact.c
net/sched/ipt.c,net/sched/act_ipt.c
net/sched/mirred.c,net/sched/act_mirred.c
net/sched/pedit.c,net/sched/act_pedit.c
net/sched/police.c,net/sched/act_police.c
net/sched/simple.c,net/sched/act_simple.c
kernel/crash_dump.c,arch/x86_64/kernel/crash_dump.c,arch/x86_64/kernel/crash_dump_64.c,arch/x86/kernel/crash_dump_64.c
arch/um/sys-i386/kernel-offsets.c,arch/um/include/sysdep-i386/kernel-offsets.h,arch/um/include/shared/sysdep-i386/kernel-offsets.h,arch/um/sys-i386/sysdep/kernel-offsets.h,arch/um/sys-i386/shared/sysdep/kernel-offsets.h,arch/um/sys-x86/shared/sysdep/kernel-offsets_32.h
arch/um/sys-x86_64/kernel-offsets.c,arch/um/include/sysdep-x86_64/kernel-offsets.h,arch/um/include/shared/sysdep-x86_64/kernel-offsets.h,arch/um/sys-x86_64/sysdep/kernel-offsets.h,arch/um/sys-x86_64/shared/sysdep/kernel-offsets.h,arch/um/sys-x86/shared/sysdep/kernel-offsets_64.h
net/ipv4/netfilter/ipt_CLASSIFY.c,net/netfilter/xt_CLASSIFY.c
net/ipv4/netfilter/ipt_CONNMARK.c,net/netfilter/xt_CONNMARK.c
net/ipv4/netfilter/ipt_MARK.c,net/netfilter/xt_MARK.c
net/ipv4/netfilter/ipt_NOTRACK.c,net/netfilter/xt_NOTRACK.c
net/ipv4/netfilter/ipt_comment.c,net/netfilter/xt_comment.c
net/ipv4/netfilter/ipt_connbytes.c,net/netfilter/xt_connbytes.c
net/ipv4/netfilter/ipt_connmark.c,net/netfilter/xt_connmark.c
net/ipv4/netfilter/ipt_conntrack.c,net/netfilter/xt_conntrack.c
net/ipv4/netfilter/ipt_dccp.c,net/netfilter/xt_dccp.c
net/ipv4/netfilter/ipt_helper.c,net/netfilter/xt_helper.c
net/ipv4/netfilter/ipt_limit.c,net/netfilter/xt_limit.c
net/ipv4/netfilter/ipt_mac.c,net/netfilter/xt_mac.c
net/ipv4/netfilter/ipt_mark.c,net/netfilter/xt_mark.c
net/ipv6/netfilter/ip6t_physdev.c,net/netfilter/xt_physdev.c
net/ipv4/netfilter/ipt_pkttype.c,net/netfilter/xt_pkttype.c
net/ipv4/netfilter/ipt_realm.c,net/netfilter/xt_realm.c
net/ipv4/netfilter/ipt_sctp.c,net/netfilter/xt_sctp.c
net/ipv4/netfilter/ipt_state.c,net/netfilter/xt_state.c
net/ipv4/netfilter/ipt_string.c,net/netfilter/xt_string.c
net/ipv4/netfilter/ipt_tcpmss.c,net/netfilter/xt_tcpmss.c
arch/ia64/sn/kernel/xpc.h,include/asm-ia64/sn/xpc.h,drivers/misc/sgi-xp/xpc.h
arch/sh/boards/hp6xx/hp680/mach.c,arch/sh/boards/hp6xx/mach.c
arch/sh/boards/hp6xx/hp680/setup.c,arch/sh/boards/hp6xx/setup.c,arch/sh/boards/mach-hp6xx/setup.c
arch/sh/configs/hp680_defconfig,arch/sh/configs/hp6xx_defconfig
arch/sh/kernel/cpu/irq_imask.c,arch/sh/kernel/cpu/irq/imask.c
arch/sh/kernel/cpu/irq_ipr.c,arch/sh/kernel/cpu/irq/ipr.c
arch/um/kernel/user_util.c,arch/um/os-Linux/util.c
arch/um/kernel/skas/include/mm_id.h,arch/um/include/skas/mm_id.h,arch/um/include/shared/skas/mm_id.h
arch/um/kernel/skas/include/mode-skas.h,arch/um/include/skas/mode-skas.h
arch/um/kernel/skas/include/mode_kern-skas.h,arch/um/include/skas/mode_kern_skas.h
arch/um/kernel/skas/include/proc_mm.h,arch/um/include/skas/proc_mm.h,arch/um/include/shared/skas/proc_mm.h
arch/um/kernel/skas/include/skas.h,arch/um/include/skas/skas.h,arch/um/include/shared/skas/skas.h
arch/um/kernel/skas/include/stub-data.h,arch/um/include/skas/stub-data.h,arch/um/include/shared/skas/stub-data.h
arch/um/kernel/skas/include/uaccess-skas.h,arch/um/include/skas/uaccess-skas.h
arch/um/kernel/tt/include/debug.h,arch/um/include/tt/debug.h
arch/um/kernel/tt/include/tt.h,arch/um/include/tt/tt.h
arch/um/kernel/tt/include/uaccess-tt.h,arch/um/include/tt/uaccess-tt.h
arch/um/kernel/skas/mem_user.c,arch/um/os-Linux/skas/mem.c
drivers/char/ip2.c,drivers/char/ip2/ip2base.c
drivers/char/ip2main.c,drivers/char/ip2/ip2main.c,drivers/staging/tty/ip2/ip2main.c
include/asm-sh/microdev/irq.h,include/asm-sh/microdev.h,arch/sh/include/asm/microdev.h,arch/sh/include/mach-common/mach/microdev.h
Documentation/i2c/busses/i2c-sis69x,Documentation/i2c/busses/i2c-sis96x
include/asm-ppc/xparameters.h,arch/ppc/platforms/4xx/xparameters/xparameters.h
arch/ppc/platforms/4xx/virtex-ii_pro.c,arch/ppc/platforms/4xx/virtex.c
arch/ppc/platforms/4xx/virtex-ii_pro.h,arch/ppc/platforms/4xx/virtex.h
include/asm-mips/cobalt/cobalt.h,include/asm-mips/mach-cobalt/cobalt.h,arch/mips/include/asm/mach-cobalt/cobalt.h
include/asm-mips/cobalt/mach-gt64120.h,include/asm-mips/mach-cobalt/mach-gt64120.h,arch/mips/include/asm/mach-cobalt/mach-gt64120.h
arch/powerpc/platforms/85xx/mpc85xx.c,arch/powerpc/platforms/85xx/misc.c
arch/i386/mach-default/topology.c,arch/i386/kernel/topology.c,arch/x86/kernel/topology.c
arch/arm/mach-ixp2000/uengine.c,arch/arm/common/uengine.c
include/asm-arm/arch-ixp2000/uengine.h,include/asm-arm/hardware/uengine.h,arch/arm/include/asm/hardware/uengine.h
arch/arm/configs/ixdp2400_defconfig,arch/arm/configs/ixp2000_defconfig
drivers/pci/hotplug/pciehprm_acpi.c,drivers/pci/hotplug/acpi_pcihp.c
drivers/w1/ds_w1_bridge.c,drivers/w1/masters/ds_w1_bridge.c
drivers/w1/dscore.c,drivers/w1/masters/dscore.c,drivers/w1/masters/ds2490.c
drivers/w1/dscore.h,drivers/w1/masters/dscore.h
drivers/w1/matrox_w1.c,drivers/w1/masters/matrox_w1.c
drivers/w1/w1_ds2433.c,drivers/w1/slaves/w1_ds2433.c
drivers/w1/w1_smem.c,drivers/w1/slaves/w1_smem.c
drivers/w1/w1_therm.c,drivers/w1/slaves/w1_therm.c
drivers/media/video/bt832.c,drivers/media/video/bt8xx/bt832.c
drivers/media/video/bt832.h,drivers/media/video/bt8xx/bt832.h
drivers/media/video/bt848.h,drivers/media/video/bt8xx/bt848.h,drivers/media/pci/bt8xx/bt848.h
drivers/media/video/bttv-cards.c,drivers/media/video/bt8xx/bttv-cards.c,drivers/media/pci/bt8xx/bttv-cards.c
drivers/media/video/bttv-driver.c,drivers/media/video/bt8xx/bttv-driver.c,drivers/media/pci/bt8xx/bttv-driver.c
drivers/media/video/bttv-gpio.c,drivers/media/video/bt8xx/bttv-gpio.c,drivers/media/pci/bt8xx/bttv-gpio.c
drivers/media/video/bttv-i2c.c,drivers/media/video/bt8xx/bttv-i2c.c,drivers/media/pci/bt8xx/bttv-i2c.c
drivers/media/video/bttv-if.c,drivers/media/video/bt8xx/bttv-if.c,drivers/media/pci/bt8xx/bttv-if.c
drivers/media/video/bttv-risc.c,drivers/media/video/bt8xx/bttv-risc.c,drivers/media/pci/bt8xx/bttv-risc.c
drivers/media/video/bttv-vbi.c,drivers/media/video/bt8xx/bttv-vbi.c,drivers/media/pci/bt8xx/bttv-vbi.c
drivers/media/video/bttv.h,drivers/media/video/bt8xx/bttv.h,drivers/media/pci/bt8xx/bttv.h
drivers/media/video/bttvp.h,drivers/media/video/bt8xx/bttvp.h,drivers/media/pci/bt8xx/bttvp.h
drivers/media/video/rds.h,include/media/rds.h,include/media/saa6588.h
drivers/media/video/msp3400.h,drivers/media/video/msp3400-driver.h,drivers/media/i2c/msp3400-driver.h
drivers/usb/media/dabfirmware.h,drivers/media/video/dabfirmware.h
drivers/usb/media/dabusb.c,drivers/media/video/dabusb.c,drivers/staging/dabusb/dabusb.c
drivers/usb/media/dabusb.h,drivers/media/video/dabusb.h,drivers/staging/dabusb/dabusb.h
drivers/usb/media/dsbr100.c,drivers/media/video/dsbr100.c,drivers/media/radio/dsbr100.c
drivers/usb/media/et61x251.h,drivers/media/video/et61x251/et61x251.h
drivers/usb/media/et61x251_core.c,drivers/media/video/et61x251/et61x251_core.c
drivers/usb/media/et61x251_sensor.h,drivers/media/video/et61x251/et61x251_sensor.h
drivers/usb/media/et61x251_tas5130d1b.c,drivers/media/video/et61x251/et61x251_tas5130d1b.c
drivers/usb/media/ov511.c,drivers/media/video/ov511.c
drivers/usb/media/ov511.h,drivers/media/video/ov511.h
drivers/usb/media/pwc/Makefile,drivers/media/video/pwc/Makefile,drivers/media/usb/pwc/Makefile
drivers/usb/media/pwc/philips.txt,drivers/media/video/pwc/philips.txt,drivers/media/usb/pwc/philips.txt
drivers/usb/media/pwc/pwc-ctrl.c,drivers/media/video/pwc/pwc-ctrl.c,drivers/media/usb/pwc/pwc-ctrl.c
drivers/usb/media/pwc/pwc-if.c,drivers/media/video/pwc/pwc-if.c,drivers/media/usb/pwc/pwc-if.c
drivers/usb/media/pwc/pwc-ioctl.h,drivers/media/video/pwc/pwc-ioctl.h
drivers/usb/media/pwc/pwc-kiara.c,drivers/media/video/pwc/pwc-kiara.c,drivers/media/usb/pwc/pwc-kiara.c
drivers/usb/media/pwc/pwc-kiara.h,drivers/media/video/pwc/pwc-kiara.h,drivers/media/usb/pwc/pwc-kiara.h
