include/asm-i386/ppcboot-i386.h,include/asm-i386/u-boot-i386.h,arch/i386/include/asm/u-boot-i386.h,arch/x86/include/asm/u-boot-x86.h
cpu/xscale/Makefile,cpu/pxa/Makefile,arch/arm/cpu/pxa/Makefile
cpu/xscale/config.mk,cpu/pxa/config.mk,arch/arm/cpu/pxa/config.mk
cpu/xscale/cpu.c,cpu/pxa/cpu.c,arch/arm/cpu/pxa/cpu.c,arch/arm/cpu/pxa/pxa2xx.c
cpu/xscale/i2c.c,cpu/pxa/i2c.c,arch/arm/cpu/pxa/i2c.c,drivers/i2c/mv_i2c.c
cpu/xscale/interrupts.c,cpu/pxa/interrupts.c,cpu/pxa/timer.c,arch/arm/cpu/pxa/timer.c
cpu/xscale/serial.c,cpu/pxa/serial.c,drivers/serial/serial_pxa.c
cpu/xscale/start.S,cpu/pxa/start.S,arch/arm/cpu/pxa/start.S
include/asm-arm/arch-xscale/bitfield.h,include/asm-arm/arch-pxa/bitfield.h,arch/arm/include/asm/arch-pxa/bitfield.h
include/asm-arm/arch-xscale/hardware.h,include/asm-arm/arch-pxa/hardware.h,arch/arm/include/asm/arch-pxa/hardware.h
lib_i386/ic/sc520.c,cpu/i386/sc520.c,cpu/i386/sc520/sc520.c,arch/i386/cpu/sc520/sc520.c,arch/x86/cpu/sc520/sc520.c
lib_i386/ic/sc520_asm.S,cpu/i386/sc520_asm.S,cpu/i386/sc520/sc520_asm.S,arch/i386/cpu/sc520/sc520_asm.S
lib_i386/ic/ali512x.c,drivers/ali512x.c,drivers/misc/ali512x.c
cpu/mpc8xx/status_led.c,drivers/status_led.c,drivers/misc/status_led.c
cpu/mips/serial.c,cpu/mips/asc_serial.c,arch/mips/cpu/asc_serial.c,arch/mips/cpu/mips32/asc_serial.c,arch/mips/cpu/mips32/incaip/asc_serial.c
cpu/mips/serial.h,cpu/mips/asc_serial.h,arch/mips/cpu/asc_serial.h,arch/mips/cpu/mips32/asc_serial.h,arch/mips/cpu/mips32/incaip/asc_serial.h
board/dk1c20/flash.c,board/altera/common/flash.c
drivers/sk98lin/skaddr.c,drivers/net/sk98lin/skaddr.c
drivers/sk98lin/skcsum.c,drivers/net/sk98lin/skcsum.c
drivers/sk98lin/skge.c,drivers/net/sk98lin/skge.c
drivers/sk98lin/skgehwt.c,drivers/net/sk98lin/skgehwt.c
drivers/sk98lin/skgeinit.c,drivers/net/sk98lin/skgeinit.c
drivers/sk98lin/skgemib.c,drivers/net/sk98lin/skgemib.c
drivers/sk98lin/skgepnmi.c,drivers/net/sk98lin/skgepnmi.c
drivers/sk98lin/skgesirq.c,drivers/net/sk98lin/skgesirq.c
drivers/sk98lin/ski2c.c,drivers/net/sk98lin/ski2c.c
drivers/sk98lin/sklm80.c,drivers/net/sk98lin/sklm80.c
drivers/sk98lin/skproc.c,drivers/net/sk98lin/skproc.c
drivers/sk98lin/skqueue.c,drivers/net/sk98lin/skqueue.c
drivers/sk98lin/skrlmt.c,drivers/net/sk98lin/skrlmt.c
drivers/sk98lin/sktimer.c,drivers/net/sk98lin/sktimer.c
drivers/sk98lin/skvpd.c,drivers/net/sk98lin/skvpd.c
drivers/sk98lin/skxmac2.c,drivers/net/sk98lin/skxmac2.c
drivers/sk98lin/u-boot_compat.h,drivers/net/sk98lin/u-boot_compat.h
drivers/sk98lin/uboot_drv.c,drivers/net/sk98lin/uboot_drv.c
drivers/sk98lin/uboot_skb.c,drivers/net/sk98lin/uboot_skb.c
drivers/smc91111.c,drivers/net/smc91111.c
drivers/smc91111.h,drivers/net/smc91111.h
drivers/tigon3.c,drivers/net/tigon3.c
drivers/tigon3.h,drivers/net/tigon3.h
drivers/tsi108_eth.c,drivers/net/tsi108_eth.c
drivers/uli526x.c,drivers/net/uli526x.c
drivers/atmel_usart.c,drivers/serial/atmel_usart.c
drivers/atmel_usart.h,drivers/serial/atmel_usart.h
drivers/ns16550.c,drivers/serial/ns16550.c
drivers/ns9750_serial.c,drivers/serial/ns9750_serial.c
drivers/s3c4510b_uart.c,drivers/serial/s3c4510b_uart.c
drivers/s3c4510b_uart.h,drivers/serial/s3c4510b_uart.h
drivers/serial.c,drivers/serial/serial.c,drivers/serial/serial_ns16550.c
drivers/serial_max3100.c,drivers/serial/serial_max3100.c
drivers/serial_xuartlite.c,drivers/serial/serial_xuartlite.c
drivers/usbtty.c,drivers/serial/usbtty.c
drivers/usbtty.h,drivers/serial/usbtty.h
drivers/isp116x-hcd.c,drivers/usb/isp116x-hcd.c,drivers/usb/host/isp116x-hcd.c
drivers/isp116x.h,drivers/usb/isp116x.h,drivers/usb/host/isp116x.h
drivers/sl811.h,drivers/usb/sl811.h,drivers/usb/host/sl811.h
drivers/sl811_usb.c,drivers/usb/sl811_usb.c,drivers/usb/host/sl811-hcd.c
drivers/usb_ohci.c,drivers/usb/usb_ohci.c,drivers/usb/host/ohci-hcd.c
drivers/usb_ohci.h,drivers/usb/usb_ohci.h,drivers/usb/host/ohci.h
drivers/usbdcore.c,drivers/usb/usbdcore.c,drivers/usb/gadget/core.c
drivers/usbdcore_ep0.c,drivers/usb/usbdcore_ep0.c,drivers/usb/gadget/ep0.c
drivers/usbdcore_mpc8xx.c,drivers/usb/usbdcore_mpc8xx.c,drivers/usb/gadget/mpc8xx_udc.c
drivers/usbdcore_omap1510.c,drivers/usb/usbdcore_omap1510.c,drivers/usb/gadget/omap1510_udc.c
drivers/i8042.c,drivers/input/i8042.c
drivers/keyboard.c,drivers/input/keyboard.c
drivers/pc_keyb.c,drivers/input/pc_keyb.c
drivers/ps2mult.c,drivers/input/ps2mult.c
drivers/ps2ser.c,drivers/input/ps2ser.c
dtt/Makefile,drivers/hwmon/Makefile
dtt/adm1021.c,drivers/hwmon/adm1021.c
dtt/ds1621.c,drivers/hwmon/ds1621.c
drivers/ds1722.c,drivers/hwmon/ds1722.c
dtt/ds1775.c,drivers/hwmon/ds1775.c
dtt/lm75.c,drivers/hwmon/lm75.c
dtt/lm81.c,drivers/hwmon/lm81.c
rtc/Makefile,drivers/rtc/Makefile
rtc/date.c,drivers/rtc/date.c,lib/date.c
rtc/ds12887.c,drivers/rtc/ds12887.c
rtc/ds1302.c,drivers/rtc/ds1302.c
rtc/ds1306.c,drivers/rtc/ds1306.c
rtc/ds1307.c,drivers/rtc/ds1307.c
rtc/ds1337.c,drivers/rtc/ds1337.c
rtc/ds1374.c,drivers/rtc/ds1374.c
rtc/ds1556.c,drivers/rtc/ds1556.c
rtc/ds164x.c,drivers/rtc/ds164x.c
rtc/ds174x.c,drivers/rtc/ds174x.c
rtc/ds3231.c,drivers/rtc/ds3231.c
rtc/m41t11.c,drivers/rtc/m41t11.c
rtc/m48t35ax.c,drivers/rtc/m48t35ax.c
rtc/max6900.c,drivers/rtc/max6900.c
rtc/mc146818.c,drivers/rtc/mc146818.c
rtc/mcfrtc.c,drivers/rtc/mcfrtc.c
rtc/mk48t59.c,drivers/rtc/mk48t59.c
rtc/mpc5xxx.c,drivers/rtc/mpc5xxx.c
rtc/mpc8xx.c,drivers/rtc/mpc8xx.c
rtc/pcf8563.c,drivers/rtc/pcf8563.c
rtc/rs5c372.c,drivers/rtc/rs5c372.c
rtc/s3c24x0_rtc.c,drivers/rtc/s3c24x0_rtc.c
drivers/ahci.c,drivers/block/ahci.c,drivers/ata/ahci.c
drivers/ata_piix.c,drivers/block/ata_piix.c
drivers/sil680.c,drivers/block/sil680.c
drivers/sym53c8xx.c,drivers/block/sym53c8xx.c
drivers/ns87308.c,drivers/misc/ns87308.c
drivers/Makefile,drivers/mtd/Makefile
drivers/at45.c,drivers/mtd/at45.c
drivers/cfi_flash.c,drivers/mtd/cfi_flash.c
drivers/dataflash.c,drivers/mtd/dataflash.c
drivers/mw_eeprom.c,drivers/mtd/mw_eeprom.c
drivers/nand/Makefile,drivers/mtd/nand/Makefile
drivers/nand/diskonchip.c,drivers/mtd/nand/diskonchip.c
drivers/nand/nand.c,drivers/mtd/nand/nand.c,drivers/mtd/nand/raw/nand.c
drivers/nand/nand_base.c,drivers/mtd/nand/nand_base.c,drivers/mtd/nand/raw/nand_base.c
drivers/nand/nand_bbt.c,drivers/mtd/nand/nand_bbt.c,drivers/mtd/nand/raw/nand_bbt.c
drivers/nand/nand_ecc.c,drivers/mtd/nand/nand_ecc.c,drivers/mtd/nand/raw/nand_ecc.c
drivers/nand/nand_ids.c,drivers/mtd/nand/nand_ids.c,drivers/mtd/nand/raw/nand_ids.c
drivers/nand/nand_util.c,drivers/mtd/nand/nand_util.c,drivers/mtd/nand/raw/nand_util.c
drivers/nand_legacy/Makefile,drivers/mtd/nand_legacy/Makefile
drivers/nand_legacy/nand_legacy.c,drivers/mtd/nand_legacy/nand_legacy.c
drivers/onenand/Makefile,drivers/mtd/onenand/Makefile
drivers/onenand/onenand_base.c,drivers/mtd/onenand/onenand_base.c
drivers/onenand/onenand_bbt.c,drivers/mtd/onenand/onenand_bbt.c
drivers/marubun_pcmcia.c,drivers/pcmcia/marubun_pcmcia.c
drivers/serial_sh.c,drivers/serial/serial_sh.c
rtc/x1205.c,drivers/rtc/x1205.c
board/mpc8568mds/Makefile,board/freescale/mpc8568mds/Makefile
board/mpc8568mds/bcsr.c,board/freescale/mpc8568mds/bcsr.c
board/mpc8568mds/bcsr.h,board/freescale/mpc8568mds/bcsr.h
board/mpc8568mds/config.mk,board/freescale/mpc8568mds/config.mk
board/mpc8568mds/init.S,board/freescale/mpc8568mds/init.S
board/mpc8568mds/mpc8568mds.c,board/freescale/mpc8568mds/mpc8568mds.c
board/mpc8568mds/u-boot.lds,board/freescale/mpc8568mds/u-boot.lds
board/mpc8560ads/Makefile,board/freescale/mpc8560ads/Makefile
board/mpc8560ads/config.mk,board/freescale/mpc8560ads/config.mk
board/mpc8560ads/init.S,board/freescale/mpc8560ads/init.S
board/mpc8560ads/mpc8560ads.c,board/freescale/mpc8560ads/mpc8560ads.c
board/mpc8560ads/u-boot.lds,board/freescale/mpc8560ads/u-boot.lds
board/mpc8540ads/Makefile,board/freescale/mpc8540ads/Makefile
board/mpc8540ads/config.mk,board/freescale/mpc8540ads/config.mk
board/mpc8540ads/init.S,board/freescale/mpc8540ads/init.S
board/mpc8540ads/mpc8540ads.c,board/freescale/mpc8540ads/mpc8540ads.c
board/mpc8540ads/u-boot.lds,board/freescale/mpc8540ads/u-boot.lds
board/cds/common/cadmus.c,board/freescale/common/cadmus.c
board/cds/common/cadmus.h,board/freescale/common/cadmus.h
board/cds/common/eeprom.c,board/freescale/common/eeprom.c,board/freescale/common/cds_eeprom.c
board/cds/common/eeprom.h,board/freescale/common/eeprom.h
board/cds/common/ft_board.c,board/freescale/common/ft_board.c,board/freescale/common/cds_pci_ft.c
board/cds/common/via.c,board/freescale/common/via.c,board/freescale/common/cds_via.c
board/cds/common/via.h,board/freescale/common/via.h
board/cds/mpc8541cds/Makefile,board/freescale/mpc8541cds/Makefile
board/cds/mpc8541cds/config.mk,board/freescale/mpc8541cds/config.mk
board/cds/mpc8541cds/init.S,board/freescale/mpc8541cds/init.S
board/cds/mpc8541cds/mpc8541cds.c,board/freescale/mpc8541cds/mpc8541cds.c
board/cds/mpc8541cds/u-boot.lds,board/freescale/mpc8541cds/u-boot.lds
board/cds/mpc8548cds/Makefile,board/freescale/mpc8548cds/Makefile
board/cds/mpc8548cds/config.mk,board/freescale/mpc8548cds/config.mk
board/cds/mpc8548cds/init.S,board/freescale/mpc8548cds/init.S
board/cds/mpc8548cds/mpc8548cds.c,board/freescale/mpc8548cds/mpc8548cds.c
board/cds/mpc8548cds/u-boot.lds,board/freescale/mpc8548cds/u-boot.lds
board/cds/mpc8555cds/Makefile,board/freescale/mpc8555cds/Makefile
board/cds/mpc8555cds/config.mk,board/freescale/mpc8555cds/config.mk
board/cds/mpc8555cds/init.S,board/freescale/mpc8555cds/init.S
board/cds/mpc8555cds/mpc8555cds.c,board/freescale/mpc8555cds/mpc8555cds.c
board/cds/mpc8555cds/u-boot.lds,board/freescale/mpc8555cds/u-boot.lds
cpu/at32ap/at32ap7000/Makefile,cpu/at32ap/at32ap700x/Makefile,arch/avr32/cpu/at32ap700x/Makefile
cpu/at32ap/at32ap7000/gpio.c,cpu/at32ap/at32ap700x/gpio.c
include/asm-avr32/arch-at32ap7000/clk.h,include/asm-avr32/arch-at32ap700x/clk.h,arch/avr32/include/asm/arch-at32ap700x/clk.h
include/asm-avr32/arch-at32ap7000/gpio.h,include/asm-avr32/arch-at32ap700x/gpio.h,arch/avr32/include/asm/arch-at32ap700x/gpio.h
include/asm-avr32/arch-at32ap7000/hmatrix2.h,include/asm-avr32/arch-at32ap700x/hmatrix2.h
include/asm-avr32/arch-at32ap7000/memory-map.h,include/asm-avr32/arch-at32ap700x/memory-map.h,arch/avr32/include/asm/arch-at32ap700x/memory-map.h,arch/avr32/include/asm/arch-at32ap700x/hardware.h
include/asm-avr32/arch-at32ap7000/mmc.h,include/asm-avr32/arch-at32ap700x/mmc.h
post/board/lwmon5/ecc.c,post/cpu/ppc4xx/denali_ecc.c
cpu/ppc4xx/vecnum.h,include/asm-ppc/ppc4xx-intvec.h,include/asm-ppc/ppc4xx-uic.h,arch/ppc/include/asm/ppc4xx-uic.h,arch/powerpc/include/asm/ppc4xx-uic.h
lib_arm/armlinux.c,lib_arm/bootm.c,arch/arm/lib/bootm.c
lib_avr32/avr32_linux.c,lib_avr32/bootm.c,arch/avr32/lib/bootm.c
lib_blackfin/bf533_linux.c,lib_blackfin/bootm.c,lib_blackfin/boot.c,arch/blackfin/lib/boot.c
lib_i386/i386_linux.c,lib_i386/bootm.c,arch/i386/lib/bootm.c,arch/x86/lib/bootm.c
lib_m68k/m68k_linux.c,lib_m68k/bootm.c,arch/m68k/lib/bootm.c
lib_microblaze/microblaze_linux.c,lib_microblaze/bootm.c,arch/microblaze/lib/bootm.c
lib_mips/mips_linux.c,lib_mips/bootm.c,arch/mips/lib/bootm.c
lib_nios/nios_linux.c,lib_nios/bootm.c,arch/nios/lib/bootm.c
lib_nios2/nios_linux.c,lib_nios2/bootm.c,arch/nios2/lib/bootm.c
lib_ppc/ppc_linux.c,lib_ppc/bootm.c,arch/ppc/lib/bootm.c,arch/powerpc/lib/bootm.c
lib_sh/sh_linux.c,lib_sh/bootm.c,arch/sh/lib/bootm.c
board/at91cap9adk/Makefile,board/atmel/at91cap9adk/Makefile
board/at91cap9adk/at91cap9adk.c,board/atmel/at91cap9adk/at91cap9adk.c
board/at91cap9adk/config.mk,board/atmel/at91cap9adk/config.mk
board/at91cap9adk/led.c,board/atmel/at91cap9adk/led.c
board/at91cap9adk/nand.c,board/atmel/at91cap9adk/nand.c
board/at91cap9adk/u-boot.lds,board/atmel/at91cap9adk/u-boot.lds,cpu/arm926ejs/at91sam9/u-boot.lds,cpu/arm926ejs/at91/u-boot.lds,cpu/arm926ejs/at91/u-boot.lds.S,cpu/arm926ejs/at91/u-boot.lds
cpu/arm_intcm/interrupts.c,lib_arm/interrupts.c,arch/arm/lib/interrupts.c
board/at91rm9200dk/Makefile,board/atmel/at91rm9200dk/Makefile
board/at91rm9200dk/at91rm9200dk.c,board/atmel/at91rm9200dk/at91rm9200dk.c
board/at91rm9200dk/config.mk,board/atmel/at91rm9200dk/config.mk
board/at91rm9200dk/flash.c,board/atmel/at91rm9200dk/flash.c
board/at91rm9200dk/led.c,board/atmel/at91rm9200dk/led.c
board/at91rm9200dk/mux.c,board/atmel/at91rm9200dk/mux.c
board/at91rm9200dk/u-boot.lds,board/atmel/at91rm9200dk/u-boot.lds
board/mpc8260ads/Makefile,board/freescale/mpc8260ads/Makefile
board/mpc8260ads/config.mk,board/freescale/mpc8260ads/config.mk
board/mpc8260ads/flash.c,board/freescale/mpc8260ads/flash.c
board/mpc8260ads/mpc8260ads.c,board/freescale/mpc8260ads/mpc8260ads.c
board/mpc8266ads/Makefile,board/freescale/mpc8266ads/Makefile
board/mpc8266ads/config.mk,board/freescale/mpc8266ads/config.mk
board/mpc8266ads/flash.c,board/freescale/mpc8266ads/flash.c
board/mpc8266ads/mpc8266ads.c,board/freescale/mpc8266ads/mpc8266ads.c
board/mpc7448hpc2/Makefile,board/freescale/mpc7448hpc2/Makefile
board/mpc7448hpc2/asm_init.S,board/freescale/mpc7448hpc2/asm_init.S
board/mpc7448hpc2/config.mk,board/freescale/mpc7448hpc2/config.mk
board/mpc7448hpc2/mpc7448hpc2.c,board/freescale/mpc7448hpc2/mpc7448hpc2.c
board/mpc7448hpc2/tsi108_init.c,board/freescale/mpc7448hpc2/tsi108_init.c
board/mpc7448hpc2/u-boot.lds,board/freescale/mpc7448hpc2/u-boot.lds,arch/powerpc/cpu/74xx_7xx/u-boot.lds
board/bf537-stamp/ether_bf537.c,drivers/net/bfin_mac.c
board/bf537-stamp/ether_bf537.h,drivers/net/bfin_mac.h
board/mpc8260ads/Makefile,board/freescale/mpc8260ads/Makefile
board/mpc8260ads/config.mk,board/freescale/mpc8260ads/config.mk
board/mpc8260ads/flash.c,board/freescale/mpc8260ads/flash.c
board/mpc8260ads/mpc8260ads.c,board/freescale/mpc8260ads/mpc8260ads.c
board/mpc7448hpc2/Makefile,board/freescale/mpc7448hpc2/Makefile
board/mpc7448hpc2/asm_init.S,board/freescale/mpc7448hpc2/asm_init.S
board/mpc7448hpc2/config.mk,board/freescale/mpc7448hpc2/config.mk
board/mpc7448hpc2/mpc7448hpc2.c,board/freescale/mpc7448hpc2/mpc7448hpc2.c
board/mpc7448hpc2/tsi108_init.c,board/freescale/mpc7448hpc2/tsi108_init.c
board/mpc7448hpc2/u-boot.lds,board/freescale/mpc7448hpc2/u-boot.lds
board/mpc8266ads/Makefile,board/freescale/mpc8266ads/Makefile
board/mpc8266ads/config.mk,board/freescale/mpc8266ads/config.mk
board/mpc8266ads/flash.c,board/freescale/mpc8266ads/flash.c
board/mpc8266ads/mpc8266ads.c,board/freescale/mpc8266ads/mpc8266ads.c
include/sata.h,drivers/block/ata_piix.h
cpu/sh4/pci-sh4.c,drivers/pci/pci_sh4.c
cpu/sh4/pci-sh7780.c,drivers/pci/pci_sh7780.c
cpu/arm1136/interrupts.c,cpu/arm1136/omap24xx/interrupts.c,cpu/arm1136/interrupts.c,cpu/arm1136/omap24xx/interrupts.c,cpu/arm1136/omap24xx/timer.c,arch/arm/cpu/arm1136/omap24xx/timer.c
include/asm-arm/arch-arm1136/bits.h,include/asm-arm/arch-omap24xx/bits.h,include/asm-arm/arch-arm1136/bits.h,include/asm-arm/arch-omap24xx/bits.h,arch/arm/include/asm/arch-omap24xx/bits.h
include/asm-arm/arch-arm1136/clocks.h,include/asm-arm/arch-omap24xx/clocks.h,include/asm-arm/arch-arm1136/clocks.h,include/asm-arm/arch-omap24xx/clocks.h,arch/arm/include/asm/arch-omap24xx/clocks.h,arch/arm/include/asm/arch-omap24xx/clock.h
include/asm-arm/arch-arm1136/i2c.h,include/asm-arm/arch-omap24xx/i2c.h,include/asm-arm/arch-arm1136/i2c.h,include/asm-arm/arch-omap24xx/i2c.h,arch/arm/include/asm/arch-omap24xx/i2c.h
include/asm-arm/arch-arm1136/mem.h,include/asm-arm/arch-omap24xx/mem.h,include/asm-arm/arch-arm1136/mem.h,include/asm-arm/arch-omap24xx/mem.h,arch/arm/include/asm/arch-omap24xx/mem.h
include/asm-arm/arch-arm1136/mux.h,include/asm-arm/arch-omap24xx/mux.h,include/asm-arm/arch-arm1136/mux.h,include/asm-arm/arch-omap24xx/mux.h,arch/arm/include/asm/arch-omap24xx/mux.h
include/asm-arm/arch-arm1136/omap2420.h,include/asm-arm/arch-omap24xx/omap2420.h,include/asm-arm/arch-arm1136/omap2420.h,include/asm-arm/arch-omap24xx/omap2420.h,arch/arm/include/asm/arch-omap24xx/omap2420.h
include/asm-arm/arch-arm1136/sizes.h,include/asm-arm/arch-omap24xx/sizes.h,include/asm-arm/arch-arm1136/sizes.h,include/asm-arm/arch-omap24xx/sizes.h,arch/arm/include/asm/arch-omap24xx/sizes.h
include/asm-arm/arch-arm1136/sys_info.h,include/asm-arm/arch-omap24xx/sys_info.h,include/asm-arm/arch-arm1136/sys_info.h,include/asm-arm/arch-omap24xx/sys_info.h,arch/arm/include/asm/arch-omap24xx/sys_info.h
include/asm-arm/arch-arm1136/sys_proto.h,include/asm-arm/arch-omap24xx/sys_proto.h,include/asm-arm/arch-arm1136/sys_proto.h,include/asm-arm/arch-omap24xx/sys_proto.h,arch/arm/include/asm/arch-omap24xx/sys_proto.h
cpu/bf561/start1.S,cpu/blackfin/cpu.h,arch/blackfin/cpu/cpu.h
cpu/bf537/i2c.c,cpu/blackfin/i2c.c
cpu/bf561/interrupts.c,cpu/blackfin/interrupts.c,arch/blackfin/cpu/interrupts.c
cpu/arm926ejs/at91cap9/Makefile,cpu/arm926ejs/at91sam9/Makefile,cpu/arm926ejs/at91/Makefile,arch/arm/cpu/arm926ejs/at91/Makefile,arch/arm/mach-at91/arm926ejs/Makefile
cpu/arm926ejs/at91cap9/config.mk,cpu/arm926ejs/at91sam9/config.mk,cpu/arm926ejs/at91/config.mk,arch/arm/cpu/arm926ejs/at91/config.mk
cpu/arm926ejs/at91cap9/ether.c,cpu/arm926ejs/at91sam9/ether.c,cpu/arm926ejs/at91/ether.c
cpu/arm926ejs/at91cap9/lowlevel_init.S,cpu/arm926ejs/at91sam9/lowlevel_init.S,cpu/arm926ejs/at91/lowlevel_init.S,arch/arm/cpu/arm926ejs/at91/lowlevel_init.S,arch/arm/mach-at91/arm926ejs/lowlevel_init.S
cpu/arm926ejs/at91cap9/spi.c,cpu/arm926ejs/at91sam9/spi.c,cpu/arm926ejs/at91/spi.c,drivers/spi/atmel_dataflash_spi.c
cpu/arm926ejs/at91cap9/timer.c,cpu/arm926ejs/at91sam9/timer.c,cpu/arm926ejs/at91/timer.c,arch/arm/cpu/arm926ejs/at91/timer.c,arch/arm/mach-at91/arm926ejs/timer.c
cpu/arm926ejs/at91cap9/usb.c,cpu/arm926ejs/at91sam9/usb.c,cpu/arm926ejs/at91/usb.c,drivers/usb/atmel_usb.c,drivers/usb/host/ohci-at91.c
include/asm-arm/arch-at91cap9/AT91CAP9.h,include/asm-arm/arch-at91sam9/AT91CAP9.h
include/asm-arm/arch-at91cap9/clk.h,include/asm-arm/arch-at91sam9/clk.h,include/asm-arm/arch-at91/clk.h,arch/arm/include/asm/arch-at91/clk.h,arch/arm/mach-at91/include/mach/clk.h
include/asm-arm/arch-at91cap9/hardware.h,include/asm-arm/arch-at91sam9/hardware.h,include/asm-arm/arch-at91/hardware.h,arch/arm/include/asm/arch-at91/hardware.h,arch/arm/mach-at91/include/mach/hardware.h
include/asm-arm/arch-at91cap9/memory-map.h,include/asm-arm/arch-at91sam9/memory-map.h,include/asm-arm/arch-at91/memory-map.h,arch/arm/include/asm/arch-at91/memory-map.h
cpu/at32ap/sm.h,cpu/at32ap/at32ap700x/sm.h,arch/avr32/cpu/at32ap700x/sm.h
board/tqm5200/Makefile,board/tqc/tqm5200/Makefile
board/tqm5200/cam5200_flash.c,board/tqc/tqm5200/cam5200_flash.c
board/tqm5200/cmd_stk52xx.c,board/tqc/tqm5200/cmd_stk52xx.c
board/tqm5200/cmd_tb5200.c,board/tqc/tqm5200/cmd_tb5200.c
board/tqm5200/config.mk,board/tqc/tqm5200/config.mk
board/tqm5200/mt48lc16m16a2-75.h,board/tqc/tqm5200/mt48lc16m16a2-75.h
board/tqm5200/tqm5200.c,board/tqc/tqm5200/tqm5200.c
board/tqm8260/Makefile,board/tqc/tqm8260/Makefile
board/tqm8260/config.mk,board/tqc/tqm8260/config.mk
board/tqm8260/flash.c,board/tqc/tqm8260/flash.c
board/tqm8260/tqm8260.c,board/tqc/tqm8260/tqm8260.c
board/tqm8272/Makefile,board/tqc/tqm8272/Makefile
board/tqm8272/config.mk,board/tqc/tqm8272/config.mk
board/tqm8272/tqm8272.c,board/tqc/tqm8272/tqm8272.c
board/tqm834x/Makefile,board/tqc/tqm834x/Makefile
board/tqm834x/config.mk,board/tqc/tqm834x/config.mk
board/tqm834x/pci.c,board/tqc/tqm834x/pci.c
board/tqm834x/tqm834x.c,board/tqc/tqm834x/tqm834x.c
board/tqm85xx/law.c,board/tqc/tqm85xx/law.c
board/tqm85xx/sdram.c,board/tqc/tqm85xx/sdram.c
board/tqm85xx/tlb.c,board/tqc/tqm85xx/tlb.c
board/tqm8xx/Makefile,board/tqc/tqm8xx/Makefile
board/tqm8xx/config.mk,board/tqc/tqm8xx/config.mk
board/tqm8xx/flash.c,board/tqc/tqm8xx/flash.c
board/tqm8xx/load_sernum_ethaddr.c,board/tqc/tqm8xx/load_sernum_ethaddr.c
board/tqm8xx/tqm8xx.c,board/tqc/tqm8xx/tqm8xx.c
board/tqm8xx/u-boot.lds,board/tqc/tqm8xx/u-boot.lds
board/tqm8xx/u-boot.lds.debug,board/tqc/tqm8xx/u-boot.lds.debug
cpu/at32ap/atmel_mci.c,drivers/mmc/atmel_mci.c
cpu/at32ap/atmel_mci.h,drivers/mmc/atmel_mci.h,include/atmel_mci.h
board/xilinx/ml507/u-boot.lds,board/xilinx/ml507/u-boot-ram.lds,board/xilinx/ppc440-generic/u-boot-ram.lds
fs/yaffs2/direct/Makefile,fs/yaffs2/Makefile
fs/yaffs2/direct/yaffs_flashif.h,fs/yaffs2/yaffs_flashif.h
fs/yaffs2/direct/yaffs_malloc.h,fs/yaffs2/yaffs_malloc.h,fs/yaffs2/yaffs_hweight.h
fs/yaffs2/direct/yaffs_ramdisk.h,fs/yaffs2/yaffs_ramdisk.h
fs/yaffs2/direct/yaffscfg.c,fs/yaffs2/yaffscfg.c
fs/yaffs2/direct/yaffscfg.h,fs/yaffs2/yaffscfg.h
fs/yaffs2/direct/yaffsfs.c,fs/yaffs2/yaffsfs.c
fs/yaffs2/direct/yaffsfs.h,fs/yaffs2/yaffsfs.h
fs/yaffs2/direct/ydirectenv.h,fs/yaffs2/ydirectenv.h
include/asm-arm/arch-at91sam9/at91_pio.h,include/asm-arm/arch-at91/at91_pio.h,arch/arm/include/asm/arch-at91/at91_pio.h,arch/arm/mach-at91/include/mach/at91_pio.h
include/asm-arm/arch-at91sam9/at91_pit.h,include/asm-arm/arch-at91/at91_pit.h,arch/arm/include/asm/arch-at91/at91_pit.h,arch/arm/mach-at91/include/mach/at91_pit.h
include/asm-arm/arch-at91sam9/at91_pmc.h,include/asm-arm/arch-at91/at91_pmc.h,arch/arm/include/asm/arch-at91/at91_pmc.h,arch/arm/mach-at91/include/mach/at91_pmc.h
include/asm-arm/arch-at91sam9/at91_rstc.h,include/asm-arm/arch-at91/at91_rstc.h,arch/arm/include/asm/arch-at91/at91_rstc.h,arch/arm/mach-at91/include/mach/at91_rstc.h
include/asm-arm/arch-at91sam9/at91_spi.h,include/asm-arm/arch-at91/at91_spi.h,arch/arm/include/asm/arch-at91/at91_spi.h,arch/arm/mach-at91/include/mach/at91_spi.h
include/asm-arm/arch-at91sam9/at91cap9.h,include/asm-arm/arch-at91/at91cap9.h,arch/arm/include/asm/arch-at91/at91cap9.h
include/asm-arm/arch-at91sam9/at91cap9_matrix.h,include/asm-arm/arch-at91/at91cap9_matrix.h,arch/arm/include/asm/arch-at91/at91cap9_matrix.h
include/asm-arm/arch-at91sam9/at91sam9260.h,include/asm-arm/arch-at91/at91sam9260.h,arch/arm/include/asm/arch-at91/at91sam9260.h,arch/arm/mach-at91/include/mach/at91sam9260.h
include/asm-arm/arch-at91sam9/at91sam9260_matrix.h,include/asm-arm/arch-at91/at91sam9260_matrix.h,arch/arm/include/asm/arch-at91/at91sam9260_matrix.h,arch/arm/mach-at91/include/mach/at91sam9260_matrix.h
